Date,Close
2010-05-26,14.97
2010-05-27,15.21
2010-05-28,15.19
2010-05-31,15.21
2010-06-01,15.12
2010-06-02,15.27
2010-06-03,15.28
2010-06-04,15.07
2010-06-07,15
2010-06-08,14.86
2010-06-09,15.04
2010-06-10,15.19
2010-06-11,15.13
2010-06-14,15.29
2010-06-15,15.44
2010-06-16,15.51
2010-06-17,15.54
2010-06-18,15.48
2010-06-21,15.49
2010-06-22,15.35
2010-06-23,15.41
2010-06-24,15.34
2010-06-25,15.36
2010-06-28,15.39
2010-06-29,15.17
2010-06-30,15.13
2010-07-02,15.33
2010-07-05,15.2
2010-07-06,15.29
2010-07-07,15.55
2010-07-08,15.48
2010-07-09,15.48
2010-07-12,15.48
2010-07-13,15.62
2010-07-14,null
2010-07-15,15.62
2010-07-16,null
2010-07-19,15.64
2010-07-20,15.7
2010-07-21,15.84
2010-07-22,15.87
2010-07-23,15.86
2010-07-26,15.96
2010-07-27,16.01
2010-07-28,16.02
2010-07-29,16.1
2010-07-30,16.07
2010-08-03,16.120001
2010-08-04,16.110001
2010-08-05,16
2010-08-06,16
2010-08-09,16.059999
2010-08-10,16.120001
2010-08-11,15.95
2010-08-12,16.01
2010-08-13,16.15
2010-08-16,16.24
2010-08-17,16.42
2010-08-18,16.469999
2010-08-19,16.41
2010-08-20,16.4
2010-08-23,16.51
2010-08-24,16.450001
2010-08-25,16.6
2010-08-26,16.67
2010-08-27,16.719999
2010-08-30,16.700001
2010-08-31,16.809999
2010-09-01,16.860001
2010-09-02,16.950001
2010-09-03,17.040001
2010-09-07,17.049999
2010-09-08,17.09
2010-09-09,17.08
2010-09-10,17.209999
2010-09-13,17.34
2010-09-14,17.41
2010-09-15,17.309999
2010-09-16,17.139999
2010-09-17,16.969999
2010-09-20,17.389999
2010-09-21,17.4
2010-09-22,17.5
2010-09-23,17.450001
2010-09-24,17.469999
2010-09-27,17.370001
2010-09-28,17.41
2010-09-29,17.459999
2010-09-30,17.57
2010-10-01,17.5
2010-10-04,17.42
2010-10-05,17.48
2010-10-06,17.42
2010-10-07,17.440001
2010-10-08,17.51
2010-10-12,17.58
2010-10-13,17.610001
2010-10-14,17.5
2010-10-15,17.52
2010-10-18,17.58
2010-10-19,17.540001
2010-10-20,17.700001
2010-10-21,17.68
2010-10-22,17.75
2010-10-25,17.82
2010-10-26,17.860001
2010-10-27,17.84
2010-10-28,17.77
2010-10-29,17.65
2010-11-01,17.73
2010-11-02,17.73
2010-11-03,17.76
2010-11-04,17.870001
2010-11-05,17.82
2010-11-08,17.969999
2010-11-09,17.700001
2010-11-10,17.48
2010-11-11,17.18
2010-11-12,16.969999
2010-11-15,17.25
2010-11-16,17.09
2010-11-17,17.139999
2010-11-18,17.309999
2010-11-19,17.32
2010-11-22,17.25
2010-11-23,17.110001
2010-11-24,17.190001
2010-11-25,17.360001
2010-11-26,17.52
2010-11-29,17.360001
2010-11-30,17.26
2010-12-01,17.299999
2010-12-02,17.33
2010-12-03,17.33
2010-12-06,17.309999
2010-12-07,17.139999
2010-12-08,17.07
2010-12-09,16.98
2010-12-10,16.91
2010-12-13,16.98
2010-12-14,16.98
2010-12-15,17.040001
2010-12-16,17.030001
2010-12-17,16.950001
2010-12-20,17.200001
2010-12-21,17.25
2010-12-22,17.280001
2010-12-23,17.360001
2010-12-24,17.049999
2010-12-29,17.07
2010-12-30,17.17
2010-12-31,17.139999
2011-01-04,17.309999
2011-01-05,17.200001
2011-01-06,17.16
2011-01-07,17.200001
2011-01-10,17.209999
2011-01-11,17.27
2011-01-12,17.33
2011-01-13,17.379999
2011-01-14,17.530001
2011-01-17,17.639999
2011-01-18,17.6
2011-01-19,17.559999
2011-01-20,17.389999
2011-01-21,17.35
2011-01-24,17.48
2011-01-25,17.530001
2011-01-26,17.58
2011-01-27,17.59
2011-01-28,17.58
2011-01-31,17.540001
2011-02-01,17.49
2011-02-02,17.57
2011-02-03,17.540001
2011-02-04,17.549999
2011-02-07,17.51
2011-02-08,17.559999
2011-02-09,17.620001
2011-02-10,17.629999
2011-02-11,17.68
2011-02-14,17.76
2011-02-15,17.74
2011-02-16,17.940001
2011-02-17,18.059999
2011-02-18,18.209999
2011-02-22,18.040001
2011-02-23,17.85
2011-02-24,17.620001
2011-02-25,17.83
2011-02-28,18.02
2011-03-01,17.969999
2011-03-02,18
2011-03-03,18.01
2011-03-04,18.030001
2011-03-07,17.940001
2011-03-08,17.98
2011-03-09,17.84
2011-03-10,17.66
2011-03-11,17.75
2011-03-14,17.780001
2011-03-15,17.780001
2011-03-16,17.719999
2011-03-17,17.959999
2011-03-18,17.969999
2011-03-21,18.110001
2011-03-22,18.209999
2011-03-23,18.4
2011-03-24,18.389999
2011-03-25,18.440001
2011-03-28,18.52
2011-03-29,18.67
2011-03-30,18.74
2011-03-31,18.809999
2011-04-01,18.66
2011-04-04,18.549999
2011-04-05,18.549999
2011-04-06,18.530001
2011-04-07,18.559999
2011-04-08,18.67
2011-04-11,18.57
2011-04-12,18.440001
2011-04-13,18.5
2011-04-14,18.5
2011-04-15,18.49
2011-04-18,18.450001
2011-04-19,18.450001
2011-04-20,18.6
2011-04-21,18.620001
