Date,Close
2007-10-25,18.27
2007-10-26,18.24
2007-10-29,18.219999
2007-10-30,18.23
2007-10-31,18.1
2007-11-01,18.290001
2007-11-02,18.35
2007-11-05,18.33
2007-11-06,18.35
2007-11-07,18.299999
2007-11-08,18.309999
2007-11-09,18.9
2007-11-12,18.32
2007-11-13,18.26
2007-11-14,18.219999
2007-11-15,18.200001
2007-11-16,18.15
2007-11-19,18.1
2007-11-20,18.129999
2007-11-21,18.059999
2007-11-22,17.9
2007-11-23,18
2007-11-26,18.01
2007-11-27,17.940001
2007-11-28,18.01
2007-11-29,17.83
2007-11-30,18.07
2007-12-03,18.129999
2007-12-04,18.01
2007-12-05,18.1
2007-12-06,18.139999
2007-12-07,18.299999
2007-12-10,18.15
2007-12-11,18.27
2007-12-12,18.200001
2007-12-13,18.15
2007-12-14,18.120001
2007-12-17,18.09
2007-12-18,17.9
2007-12-19,17.950001
2007-12-20,17.799999
2007-12-21,18
2007-12-24,17.84
2007-12-27,17.950001
2007-12-28,18.07
2007-12-31,18.1
2008-01-02,18.120001
2008-01-03,18.129999
2008-01-04,18.17
2008-01-07,18.219999
2008-01-08,18.209999
2008-01-09,18.200001
2008-01-10,18.23
2008-01-11,18.200001
2008-01-14,18.219999
2008-01-15,18.33
2008-01-16,18.299999
2008-01-17,18.1
2008-01-18,18.030001
2008-01-21,17.950001
2008-01-22,17.76
2008-01-23,17.9
2008-01-24,17.790001
2008-01-25,17.959999
2008-01-28,17.93
2008-01-29,17.98
2008-01-30,18
2008-01-31,18.02
2008-02-01,18.120001
2008-02-04,18.129999
2008-02-05,18.120001
2008-02-06,18.24
2008-02-07,18.299999
2008-02-08,18.280001
2008-02-11,18.25
2008-02-12,18.200001
2008-02-13,18.280001
2008-02-14,18.35
2008-02-15,18.360001
2008-02-19,18.299999
2008-02-20,18.379999
2008-02-21,18.42
2008-02-22,18.43
2008-02-25,18.309999
2008-02-26,18.440001
2008-02-27,18.450001
2008-02-28,18.379999
2008-02-29,18.35
2008-03-03,18.35
2008-03-04,18.299999
2008-03-05,18.34
2008-03-06,18.200001
2008-03-07,18.23
2008-03-10,18.209999
2008-03-11,18.15
2008-03-12,18.1
2008-03-13,18.15
2008-03-14,17.98
2008-03-17,18.08
2008-03-18,18.07
2008-03-19,18.049999
2008-03-20,18
2008-03-24,17.82
2008-03-25,17.99
2008-03-26,17.700001
2008-03-27,17.549999
2008-03-28,17.67
2008-03-31,17.639999
2008-04-01,17.65
2008-04-02,17.65
2008-04-03,17.620001
2008-04-04,17.639999
2008-04-07,17.68
2008-04-08,17.68
2008-04-09,17.6
2008-04-10,17.6
2008-04-11,17.780001
2008-04-14,17.75
2008-04-15,17.719999
2008-04-16,17.6
2008-04-17,17.73
2008-04-18,17.709999
2008-04-21,17.6
2008-04-22,17.719999
2008-04-23,17.690001
2008-04-24,17.700001
2008-04-25,17.540001
2008-04-28,17.68
2008-04-29,17.629999
2008-04-30,17.66
2008-05-01,17.709999
2008-05-02,17.790001
2008-05-05,17.780001
2008-05-06,17.790001
2008-05-07,17.77
2008-05-08,17.780001
2008-05-09,17.799999
2008-05-12,17.84
2008-05-13,17.860001
2008-05-14,17.809999
2008-05-15,17.940001
2008-05-16,17.879999
2008-05-20,17.9
2008-05-21,17.950001
2008-05-22,17.84
2008-05-23,17.870001
2008-05-26,17.889999
2008-05-27,17.9
2008-05-28,17.799999
2008-05-29,17.799999
2008-05-30,17.82
2008-06-02,17.92
2008-06-03,17.84
2008-06-04,17.84
2008-06-05,17.75
2008-06-06,17.799999
2008-06-09,17.75
2008-06-10,17.68
2008-06-11,17.65
2008-06-12,17.5
2008-06-13,17.559999
2008-06-16,17.440001
2008-06-17,17.32
2008-06-18,17.09
2008-06-19,17.200001
2008-06-20,17.120001
2008-06-23,17.41
2008-06-24,17.299999
2008-06-25,17
2008-06-26,17.08
2008-06-27,17.1
2008-06-30,17.059999
2008-07-02,17.01
2008-07-03,16.889999
2008-07-04,16.75
2008-07-07,16.9
2008-07-08,16.809999
2008-07-09,16.639999
2008-07-10,16.639999
2008-07-11,16.4
2008-07-14,16.4
2008-07-15,16.299999
2008-07-16,16.25
2008-07-17,16.290001
2008-07-18,16.379999
2008-07-21,16.370001
2008-07-22,16.23
2008-07-23,16.469999
2008-07-24,16.43
2008-07-25,16.450001
2008-07-28,16.440001
2008-07-29,16.530001
2008-07-30,16.389999
2008-07-31,16.58
2008-08-01,16.58
2008-08-05,16.610001
2008-08-06,16.68
2008-08-07,16.75
2008-08-08,16.790001
2008-08-11,16.799999
2008-08-12,16.83
2008-08-13,16.85
2008-08-14,16.9
2008-08-15,16.9
2008-08-18,16.83
2008-08-19,16.940001
2008-08-20,16.940001
2008-08-21,16.950001
2008-08-22,16.950001
2008-08-25,17
2008-08-26,16.92
2008-08-27,16.950001
2008-08-28,16.92
2008-08-29,17.01
2008-09-02,17
2008-09-03,17.01
2008-09-04,16.950001
2008-09-05,17.02
2008-09-08,17
2008-09-09,16.9
2008-09-10,17
2008-09-11,16.98
2008-09-12,16.9
2008-09-15,17
2008-09-16,16.950001
2008-09-17,16.709999
2008-09-18,16.76
2008-09-19,16.66
2008-09-22,16.84
2008-09-23,16.700001
2008-09-24,16.799999
2008-09-25,16.4
2008-09-26,16.27
2008-09-29,16.120001
2008-09-30,16.200001
2008-10-01,16.24
2008-10-02,16.190001
2008-10-03,16.040001
2008-10-06,15.65
2008-10-07,15.32
2008-10-08,15.21
2008-10-09,15.53
2008-10-10,14.75
2008-10-14,14.99
2008-10-15,14.98
2008-10-16,14.99
2008-10-17,14.96
2008-10-20,15.3
2008-10-21,15.42
2008-10-22,15.44
2008-10-23,15.35
2008-10-24,15.18
2008-10-27,15
2008-10-28,14.92
2008-10-29,14.96
2008-10-30,14.85
2008-10-31,15.12
2008-11-03,15.3
2008-11-04,15.39
2008-11-05,15.3
2008-11-06,15.1
2008-11-07,15.41
2008-11-10,15.41
2008-11-11,15.17
2008-11-12,15.3
2008-11-13,14.8
2008-11-14,15.06
2008-11-17,14.89
2008-11-18,14.75
2008-11-19,14.51
2008-11-20,14.14
2008-11-21,13.5
2008-11-24,13.6
2008-11-25,13.55
2008-11-26,13
2008-11-27,12.9
2008-11-28,13.49
2008-12-01,13.2
2008-12-02,13.16
2008-12-03,13.33
2008-12-04,13.3
2008-12-05,13.49
2008-12-08,13.71
2008-12-09,13.68
2008-12-10,13.5
2008-12-11,13.4
2008-12-12,13.57
2008-12-15,13.5
2008-12-16,13.35
2008-12-17,13.5
2008-12-18,13.23
2008-12-19,13.13
2008-12-22,13.08
2008-12-23,13.02
2008-12-24,13.08
2008-12-29,13.5
2008-12-30,14.04
2008-12-31,14.28
2009-01-02,14.64
2009-01-05,14.75
2009-01-06,14.8
2009-01-07,14.8
2009-01-08,14.82
2009-01-09,14.88
2009-01-12,14.9
2009-01-13,14.95
2009-01-14,14.88
2009-01-15,14.81
2009-01-16,14.8
2009-01-19,14.78
2009-01-20,14.71
2009-01-21,14.76
2009-01-22,14.71
2009-01-23,14.69
2009-01-26,14.62
2009-01-27,14.61
2009-01-28,14.62
2009-01-29,14.68
2009-01-30,14.68
2009-02-02,14.66
2009-02-03,14.67
2009-02-04,14.61
2009-02-05,14.65
2009-02-06,14.62
2009-02-09,14.71
2009-02-10,14.69
2009-02-11,14.74
2009-02-12,14.75
2009-02-13,14.73
2009-02-17,14.69
2009-02-18,14.65
2009-02-19,14.71
2009-02-20,14.65
2009-02-23,14.58
2009-02-24,14.48
2009-02-25,14.49
2009-02-26,14.5
2009-02-27,14.48
2009-03-02,14.4
2009-03-03,14.34
2009-03-04,14.26
2009-03-05,14.14
2009-03-06,14.02
2009-03-09,13.95
2009-03-10,13.9
2009-03-11,13.83
2009-03-12,14.08
2009-03-13,14.24
2009-03-16,14.33
2009-03-17,14.34
2009-03-18,14.38
2009-03-19,14.4
2009-03-20,14.44
