Date,Close
2010-01-27,19.92
2010-01-28,19.799999
2010-01-29,19.83
2010-02-01,19.790001
2010-02-02,19.92
2010-02-03,19.92
2010-02-04,19.66
2010-02-05,19.41
2010-02-08,19.51
2010-02-09,19.58
2010-02-10,19.290001
2010-02-11,19.41
2010-02-12,19.32
2010-02-16,19.540001
2010-02-17,19.690001
2010-02-18,19.84
2010-02-19,19.940001
2010-02-22,20.040001
2010-02-23,19.860001
2010-02-24,19.93
2010-02-25,19.950001
2010-02-26,20.09
2010-03-01,20.1
2010-03-02,20.209999
2010-03-03,20.23
2010-03-04,20.23
2010-03-05,20.35
2010-03-08,20.360001
2010-03-09,20.450001
2010-03-10,20.450001
2010-03-11,20.459999
2010-03-12,20.459999
2010-03-15,20.379999
2010-03-16,20.450001
2010-03-17,20.49
2010-03-18,20.51
2010-03-19,20.41
2010-03-22,20.51
2010-03-23,20.530001
2010-03-24,20.5
2010-03-25,20.549999
2010-03-26,20.24
2010-03-29,20.27
2010-03-30,20.209999
2010-03-31,20.200001
2010-04-01,20.190001
2010-04-05,20.1
2010-04-06,20.219999
2010-04-07,20.25
2010-04-08,20.27
2010-04-09,20.309999
2010-04-12,20.34
2010-04-13,20.389999
2010-04-14,20.450001
2010-04-15,20.52
2010-04-16,20.360001
2010-04-19,20.280001
2010-04-20,20.450001
2010-04-21,20.48
2010-04-22,20.4
2010-04-23,20.559999
2010-04-26,20.549999
2010-04-27,20.32
2010-04-28,20.389999
2010-04-29,20.459999
2010-04-30,20.52
2010-05-03,20.530001
2010-05-04,20.299999
2010-05-05,20.030001
2010-05-06,19.530001
2010-05-07,19.57
2010-05-10,19.9
2010-05-11,19.889999
2010-05-12,20.08
2010-05-13,19.99
2010-05-14,19.77
2010-05-17,19.790001
2010-05-18,19.75
2010-05-19,19.68
2010-05-20,18.950001
2010-05-21,19.370001
2010-05-25,19.35
2010-05-26,19.200001
2010-05-27,19.49
2010-05-28,19.49
2010-05-31,19.73
2010-06-01,19.41
2010-06-02,19.5
2010-06-03,19.450001
2010-06-04,19.4
2010-06-07,19.299999
2010-06-08,19.32
2010-06-09,19.33
2010-06-10,19.48
2010-06-11,19.57
2010-06-14,19.610001
2010-06-15,19.77
2010-06-16,19.780001
2010-06-17,19.91
2010-06-18,20.01
2010-06-21,20.049999
2010-06-22,19.9
2010-06-23,19.860001
2010-06-24,19.799999
2010-06-25,19.6
2010-06-28,19.6
2010-06-29,19.41
